Product,Type,AirTeperature,ProcessTeperature,Rotationa1speed,Torque,Too1wear,ac2inefai1ure,TWF,DF,PWF,OSF,RNF
148935,1,298,307.3,1424,465,185,0,0,0,0,0,0
16616,0,298.1,307.4,1363,601,187,0,0,0,0,0,0
16617,0,298.1,307.4,1335,562,190,0,0,0,0,0,0
148938,1,298.1,307.4,1608,339,193,0,0,0,0,0,0
231173,2,298,307.4,1606,352,195,0,0,0,0,0,0
148940,1,298.1,307.5,1684,331,200,0,0,0,0,0,0
148941,1,298.1,307.6,1950,203,202,0,0,0,0,0,0
231176,2,298.2,307.6,1460,486,204,0,0,0,0,0,0
148943,1,298.2,307.6,1511,31,209,1,1,0,0,0,0
231178,2,298.2,307.6,1318,557,0,0,0,0,0,0,0
148945,1,298.2,307.6,1368,518,5,0,0,0,0,0,0
16626,0,298.3,307.7,1717,271,7,0,0,0,0,0,0
16627,0,298.3,307.7,1520,414,10,0,0,0,0,0,0
16628,0,298.3,307.8,1485,42,13,0,0,0,0,0,0
148949,1,298.4,307.9,1981,232,16,0,0,0,0,0,0
231184,2,298.4,307.9,1605,31,18,0,0,0,0,0,0
148951,1,298.4,307.9,1446,453,23,0,0,0,0,0,0
148952,1,298.4,308,1508,479,25,0,0,0,0,0,0
148953,1,298.5,308,1384,595,27,0,0,0,0,0,0
16634,0,298.5,308,1519,373,29,0,0,0,0,0,0
148955,1,298.5,308,1404,481,32,0,0,0,0,0,0
148956,1,298.5,308.1,1564,311,34,0,0,0,0,0,0
231191,2,298.6,308.2,1555,368,36,0,0,0,0,0,0
148958,1,298.6,308.2,1325,54,41,0,0,0,0,0,0
16639,0,298.6,308.2,1488,44,43,0,0,0,0,0,0
148960,1,298.5,308.2,1595,323,46,0,0,0,0,0,0
148961,1,298.5,308.1,1662,286,48,0,0,0,0,0,0
148962,1,298.4,308,1571,374,50,0,0,0,0,0,0
231197,2,298.3,308,1553,41,52,0,0,0,0,0,0
148964,1,298.3,308,2886,38,57,1,0,0,1,0,0
148965,1,298.2,308,1538,382,59,0,0,0,0,0,0
148966,1,298.4,308.2,1618,33,61,0,0,0,0,0,0
148967,1,298.4,308.2,1364,459,63,0,0,0,0,0,0
148968,1,298.3,308,1442,473,65,0,0,0,0,0,0
148969,1,298.2,307.9,1313,673,67,1,0,0,1,0,0
148970,1,298.2,307.9,1847,236,69,0,0,0,0,0,0
148971,1,298.1,307.8,1524,408,71,0,0,0,0,0,0
16652,0,298.1,307.7,1445,48,73,0,0,0,0,0,0
148973,1,298.1,307.8,1761,282,76,0,0,0,0,0,0
16654,0,298.1,307.8,1514,435,78,0,0,0,0,0,0
16655,0,298.1,307.7,1498,383,81,0,0,0,0,0,0
231210,2,298.1,307.6,1542,371,84,0,0,0,0,0,0
16657,0,298,307.6,1508,418,89,0,0,0,0,0,0
16658,0,298,307.5,1431,529,92,0,0,0,0,0,0
16659,0,298,307.5,1427,451,95,0,0,0,0,0,0
16660,0,298,307.5,1524,363,98,0,0,0,0,0,0
16661,0,298,307.5,1427,436,101,0,0,0,0,0,0
231216,2,298.1,307.6,1496,441,104,0,0,0,0,0,0
148983,1,298.1,307.7,1388,403,109,0,0,0,0,0,0
148984,1,298.1,307.7,1495,481,111,0,0,0,0,0,0
231219,2,298.1,307.7,1376,562,113,0,0,0,0,0,0
231220,2,298,307.6,1593,322,118,0,0,0,0,0,0
148987,1,298,307.6,1654,289,123,0,0,0,0,0,0
148988,1,298.1,307.7,2567,128,125,1,0,0,1,0,0
148989,1,298.1,307.7,1767,27,127,0,0,0,0,0,0
148990,1,298.1,307.6,1364,538,129,0,0,0,0,0,0
16671,0,298.1,307.8,1569,312,131,0,0,0,0,0,0
148992,1,298.2,307.8,1476,368,134,0,0,0,0,0,0
148993,1,298.1,307.7,1479,45,136,0,0,0,0,0,0
148994,1,298.1,307.7,1650,341,138,0,0,0,0,0,0
16675,0,298.1,307.6,1565,363,140,0,0,0,0,0,0
148996,1,298.1,307.6,1460,465,143,0,0,0,0,0,0
148997,1,298.1,307.7,1664,276,145,0,0,0,0,0,0
16678,0,298.1,307.7,1435,409,147,0,0,0,0,0,0
16679,0,298.1,307.6,2066,192,150,0,0,0,0,0,0
149000,1,298.1,307.5,1493,437,153,0,0,0,0,0,0
149001,1,298.1,307.6,1354,433,155,0,0,0,0,0,0
149002,1,298.1,307.6,1488,394,157,0,0,0,0,0,0
149003,1,298.1,307.7,1414,487,159,0,0,0,0,0,0
149004,1,298.1,307.5,1391,574,161,0,0,0,0,0,0
16685,0,298,307.5,1784,278,163,0,0,0,0,0,0
231240,2,297.8,307.3,1516,401,166,0,0,0,0,0,0
16687,0,297.9,307.3,1420,478,171,0,0,0,0,0,0
149008,1,297.8,307.2,1351,563,174,0,0,0,0,0,0
149009,1,297.8,307.2,1880,23,176,0,0,0,0,0,0
149010,1,297.8,307.3,1859,24,178,0,0,0,0,0,0
16691,0,297.8,307.3,1315,54,180,0,0,0,0,0,0
16692,0,297.8,307.4,1330,517,183,0,0,0,0,0,0
149013,1,297.8,307.3,1327,61,186,1,0,0,0,1,0
149014,1,297.8,307.2,1498,381,188,0,0,0,0,0,0
231249,2,297.8,307.3,1555,358,190,0,0,0,0,0,0
149016,1,297.7,307.2,1518,358,195,0,0,0,0,0,0
149017,1,297.7,307.2,1392,43,197,0,0,0,0,0,0
16698,0,297.8,307.2,1456,396,199,0,0,0,0,0,0
149019,1,297.7,307.1,1715,302,0,0,0,0,0,0,0
16700,0,297.7,307.2,1405,437,2,0,0,0,0,0,0
149021,1,297.7,307.2,1668,378,5,0,0,0,0,0,0
231256,2,297.7,307.1,1855,225,7,0,0,0,0,0,0
149023,1,297.6,307.1,1496,392,12,0,0,0,0,0,0
16704,0,297.6,307.1,1471,449,14,0,0,0,0,0,0
149025,1,297.7,307.2,1444,40,17,0,0,0,0,0,0
231260,2,297.7,307.3,1514,386,19,0,0,0,0,0,0
149027,1,297.8,307.3,1412,507,24,0,0,0,0,0,0
231262,2,297.7,307.2,1429,441,26,0,0,0,0,0,0
149029,1,297.7,307.2,1668,327,31,0,0,0,0,0,0
16710,0,297.7,307.2,1372,528,33,0,0,0,0,0,0
16711,0,297.7,307.3,1365,492,36,0,0,0,0,0,0
16712,0,297.6,307.1,1526,391,39,0,0,0,0,0,0
149033,1,297.6,307.2,1486,406,42,0,0,0,0,0,0
16714,0,297.6,307.2,1470,426,44,0,0,0,0,0,0
231269,2,297.7,307.3,1249,628,47,0,0,0,0,0,0
16716,0,297.8,307.4,1752,261,52,0,0,0,0,0,0
149037,1,297.7,307.4,1643,365,55,0,0,0,0,0,0
16718,0,297.8,307.4,1488,361,57,0,0,0,0,0,0
149039,1,297.8,307.4,1355,458,60,0,0,0,0,0,0
149040,1,297.8,307.6,1607,303,62,0,0,0,0,0,0
16721,0,297.9,307.6,1609,303,64,0,0,0,0,0,0
149042,1,297.9,307.7,1517,444,67,0,0,0,0,0,0
16723,0,297.9,307.7,1517,395,69,0,0,0,0,0,0
149044,1,297.9,307.7,1546,376,72,0,0,0,0,0,0
149045,1,297.9,307.7,1567,347,74,0,0,0,0,0,0
16726,0,298.1,307.9,1662,289,76,0,0,0,0,0,0
149047,1,298.1,307.9,1502,418,79,0,0,0,0,0,0
149048,1,298.3,308,1361,569,81,0,0,0,0,0,0
16729,0,298.3,308.1,1630,327,83,0,0,0,0,0,0
149050,1,298.3,308,1486,423,86,0,0,0,0,0,0
149051,1,298.3,308.1,1840,215,88,0,0,0,0,0,0
149052,1,298.3,308.1,1326,584,90,0,0,0,0,0,0
149053,1,298.4,308.1,1367,578,92,0,0,0,0,0,0
149054,1,298.4,308.1,1598,327,94,0,0,0,0,0,0
149055,1,298.3,308,1363,501,96,0,0,0,0,0,0
149056,1,298.3,308,1242,62,98,0,0,0,0,0,0
16737,0,298.2,307.8,1566,338,100,0,0,0,0,0,0
16738,0,298.1,307.7,1424,477,103,0,0,0,0,0,0
16739,0,298.2,307.7,1608,338,106,0,0,0,0,0,0
149060,1,298.1,307.7,1705,291,109,0,0,0,0,0,0
149061,1,298,307.6,1548,458,111,0,0,0,0,0,0
16742,0,298,307.6,1581,434,113,0,0,0,0,0,0
16743,0,298,307.6,1472,467,116,0,0,0,0,0,0
16744,0,298,307.6,1792,26,119,0,0,0,0,0,0
149065,1,298,307.6,1683,328,122,0,0,0,0,0,0
149066,1,297.9,307.6,1503,407,124,0,0,0,0,0,0
16747,0,297.9,307.5,1642,324,126,0,0,0,0,0,0
16748,0,297.8,307.4,1902,243,129,0,0,0,0,0,0
231303,2,297.7,307.4,1432,402,132,0,0,0,0,0,0
149070,1,297.8,307.4,1512,408,137,0,0,0,0,0,0
149071,1,297.7,307.4,1764,29,139,0,0,0,0,0,0
16752,0,297.8,307.4,1438,436,141,0,0,0,0,0,0
149073,1,297.8,307.5,1631,299,144,0,0,0,0,0,0
231308,2,297.9,307.5,1880,233,146,0,0,0,0,0,0
149075,1,297.9,307.6,1344,543,151,0,0,0,0,0,0
149076,1,297.9,307.5,1574,358,153,0,0,0,0,0,0
149077,1,297.8,307.4,1418,412,155,0,0,0,0,0,0
149078,1,297.8,307.5,1372,541,157,0,0,0,0,0,0
149079,1,297.8,307.5,1388,40,159,0,0,0,0,0,0
231314,2,297.9,307.6,1493,36,161,0,0,0,0,0,0
16761,0,297.9,307.6,1505,401,166,0,0,0,0,0,0
149082,1,298,307.6,1694,291,169,0,0,0,0,0,0
149083,1,297.9,307.6,1968,204,171,0,0,0,0,0,0
16764,0,298,307.6,1569,356,173,0,0,0,0,0,0
149085,1,297.9,307.6,1687,291,176,0,0,0,0,0,0
149086,1,297.9,307.6,1430,524,178,0,0,0,0,0,0
149087,1,297.9,307.6,1504,424,180,0,0,0,0,0,0
149088,1,297.9,307.6,1977,202,182,0,0,0,0,0,0
149089,1,298,307.7,1435,456,184,0,0,0,0,0,0
231324,2,298,307.7,1547,368,186,0,0,0,0,0,0
16771,0,298.1,307.8,1316,572,191,0,0,0,0,0,0
16772,0,298,307.7,1621,349,194,0,0,0,0,0,0
16773,0,298,307.8,1492,402,197,0,0,0,0,0,0
149094,1,298,307.7,1643,323,200,0,0,0,0,0,0
149095,1,298,307.7,1492,387,202,0,0,0,0,0,0
149096,1,298,307.7,1387,508,204,0,0,0,0,0,0
16777,0,298.1,307.9,1463,473,206,0,0,0,0,0,0
16778,0,298.1,307.9,1496,40,0,0,0,0,0,0,0
149099,1,298.2,308,1658,30,3,0,0,0,0,0,0
149100,1,298.1,307.9,2161,175,5,0,0,0,0,0,0
149101,1,298.1,307.9,1665,32,7,0,0,0,0,0,0
149102,1,298,307.8,1716,266,9,0,0,0,0,0,0
149103,1,298,307.7,1529,341,11,0,0,0,0,0,0
149104,1,297.9,307.7,1353,507,13,0,0,0,0,0,0
149105,1,297.9,307.7,1537,377,15,0,0,0,0,0,0
149106,1,298,307.7,1606,308,17,0,0,0,0,0,0
231341,2,298,307.8,1314,478,19,0,0,0,0,0,0
149108,1,298,307.8,1623,299,24,0,0,0,0,0,0
16789,0,298,307.8,1483,509,26,0,0,0,0,0,0
16790,0,298.1,307.9,1569,37,29,0,0,0,0,0,0
16791,0,298.2,308,1969,217,32,0,0,0,0,0,0
16792,0,298.1,308,1686,293,35,0,0,0,0,0,0
149113,1,298.1,308,1638,351,38,0,0,0,0,0,0
149114,1,298.1,307.9,1698,333,40,0,0,0,0,0,0
16795,0,298.1,307.9,1377,551,42,0,0,0,0,0,0
16796,0,298.1,308,2129,184,45,0,0,0,0,0,0
149117,1,298.2,308,1411,424,48,0,0,0,0,0,0
149118,1,298.1,307.9,1517,408,50,0,0,0,0,0,0
16799,0,298.1,307.9,1303,539,52,0,0,0,0,0,0
149120,1,298.1,307.9,1578,356,55,0,0,0,0,0,0
149121,1,298.1,307.9,1425,582,57,0,0,0,0,0,0
149122,1,298.1,308,1456,424,59,0,0,0,0,0,0
149123,1,298.1,308,1704,309,61,0,0,0,0,0,0
149124,1,298.1,308.1,1791,273,63,0,0,0,0,0,0
149125,1,298.1,308.1,1616,328,65,0,0,0,0,0,0
149126,1,298.2,308.1,1622,349,67,0,0,0,0,0,0
149127,1,298.2,308.1,1462,499,69,0,0,0,0,0,0
149128,1,298.1,308.1,1410,458,71,0,0,0,0,0,0
16809,0,298.1,308,1543,419,73,0,0,0,0,0,0
16810,0,298,307.9,1479,476,76,0,0,0,0,0,0
149131,1,298,307.8,1839,227,79,0,0,0,0,0,0
149132,1,298,307.8,1266,605,81,0,0,0,0,0,0
149133,1,297.9,307.7,1593,349,83,0,0,0,0,0,0
149134,1,297.9,307.8,1459,469,85,0,0,0,0,0,0
149135,1,297.9,307.7,1308,552,87,0,0,0,0,0,0
16816,0,297.9,307.7,1364,468,89,0,0,0,0,0,0
231371,2,297.9,307.7,1618,359,92,0,0,0,0,0,0
231372,2,297.9,307.7,1464,432,97,0,0,0,0,0,0
16819,0,297.8,307.6,1352,494,102,0,0,0,0,0,0
149140,1,297.8,307.6,1446,514,105,0,0,0,0,0,0
149141,1,297.8,307.5,1448,512,107,0,0,0,0,0,0
149142,1,297.8,307.5,1391,486,109,0,0,0,0,0,0
149143,1,297.7,307.5,1379,433,111,0,0,0,0,0,0
16824,0,297.8,307.5,1405,469,113,0,0,0,0,0,0
149145,1,297.8,307.5,1581,331,116,0,0,0,0,0,0
149146,1,297.9,307.6,1515,405,118,0,0,0,0,0,0
149147,1,297.9,307.6,1589,378,120,0,0,0,0,0,0
149148,1,298,307.6,1281,508,122,0,0,0,0,0,0
231383,2,297.8,307.5,1631,313,124,0,0,0,0,0,0
16830,0,297.9,307.6,1202,67,129,0,0,0,0,0,0
149151,1,297.9,307.6,1298,527,132,0,0,0,0,0,0
149152,1,297.9,307.6,1612,307,134,0,0,0,0,0,0
149153,1,297.9,307.6,1747,253,136,0,0,0,0,0,0
149154,1,298,307.6,1450,487,138,0,0,0,0,0,0
149155,1,298,307.7,1422,456,140,0,0,0,0,0,0
16836,0,298.1,307.7,1419,474,142,0,0,0,0,0,0
16837,0,298.1,307.7,1633,307,145,0,0,0,0,0,0
149158,1,298,307.7,1442,436,148,0,0,0,0,0,0
231393,2,298,307.6,1420,458,150,0,0,0,0,0,0
16840,0,298,307.6,1301,585,155,0,0,0,0,0,0
149161,1,298,307.6,1385,45,158,0,0,0,0,0,0
16842,0,298,307.7,1487,413,160,0,0,0,0,0,0
16843,0,298,307.6,1459,444,163,0,0,0,0,0,0
16844,0,298,307.5,1387,455,166,0,0,0,0,0,0
149165,1,298.1,307.7,1537,408,169,0,0,0,0,0,0
149166,1,298.1,307.6,1498,429,171,0,0,0,0,0,0
16847,0,298.2,307.8,1599,312,173,0,0,0,0,0,0
231402,2,298.3,307.9,1420,392,176,0,0,0,0,0,0
149169,1,298.2,307.9,1785,234,181,0,0,0,0,0,0
149170,1,298.2,307.8,1423,481,183,0,0,0,0,0,0
16851,0,298.2,307.8,1583,366,185,0,0,0,0,0,0
149172,1,298.2,307.8,1375,466,188,0,0,0,0,0,0
16853,0,298.3,308,1463,425,190,0,0,0,0,0,0
16854,0,298.2,307.9,1403,451,193,0,0,0,0,0,0
149175,1,298.3,308,1451,471,196,0,0,0,0,0,0
16856,0,298.4,308,1416,382,198,1,1,0,0,0,0
149177,1,298.3,308.1,1672,413,0,0,0,0,0,0,0
231412,2,298.3,308,1637,308,2,0,0,0,0,0,0
149179,1,298.4,308,1540,378,7,0,0,0,0,0,0
149180,1,298.4,308.1,1279,531,9,0,0,0,0,0,0
149181,1,298.4,308.2,1604,349,11,0,0,0,0,0,0
149182,1,298.5,308.2,1654,271,13,0,0,0,0,0,0
16863,0,298.5,308.2,1564,375,15,0,0,0,0,0,0
149184,1,298.5,308.2,1451,475,18,0,0,0,0,0,0
149185,1,298.5,308.3,1504,38,20,0,0,0,0,0,0
16866,0,298.5,308.3,1381,505,22,0,0,0,0,0,0
149187,1,298.6,308.4,1562,344,25,0,0,0,0,0,0
149188,1,298.5,308.3,1811,247,27,0,0,0,0,0,0
16869,0,298.6,308.3,1717,287,29,0,0,0,0,0,0
149190,1,298.6,308.3,1278,605,32,0,0,0,0,0,0
149191,1,298.7,308.5,1616,302,34,0,0,0,0,0,0
149192,1,298.6,308.4,1397,464,36,0,0,0,0,0,0
149193,1,298.6,308.4,1485,429,38,0,0,0,0,0,0
149194,1,298.6,308.4,1310,597,40,0,0,0,0,0,0
149195,1,298.5,308.2,1301,663,42,1,0,0,1,0,0
149196,1,298.5,308.3,1458,44,44,0,0,0,0,0,0
149197,1,298.7,308.5,1483,425,46,0,0,0,0,0,0
149198,1,298.7,308.5,1375,464,48,0,0,0,0,0,0
16879,0,298.7,308.5,1660,27,50,0,0,0,0,0,0
231434,2,298.7,308.4,1560,333,53,0,0,0,0,0,0
149201,1,298.7,308.5,1480,422,58,0,0,0,0,0,0
149202,1,298.7,308.4,1373,469,60,0,0,0,0,0,0
149203,1,298.7,308.5,1444,542,62,0,0,0,0,0,0
16884,0,298.7,308.6,1722,247,64,0,0,0,0,0,0
149205,1,298.7,308.5,1469,399,67,0,0,0,0,0,0
16886,0,298.7,308.5,1360,529,69,0,0,0,0,0,0
149207,1,298.7,308.4,1750,258,72,0,0,0,0,0,0
16888,0,298.7,308.3,1349,466,74,0,0,0,0,0,0
149209,1,298.7,308.5,1668,352,77,0,0,0,0,0,0
149210,1,298.9,308.6,1400,495,79,0,0,0,0,0,0
149211,1,298.8,308.6,1331,628,81,0,0,0,0,0,0
149212,1,298.8,308.5,1444,422,83,0,0,0,0,0,0
231447,2,298.8,308.5,1359,476,85,0,0,0,0,0,0
16894,0,298.8,308.5,1425,474,90,0,0,0,0,0,0
16895,0,298.9,308.6,1469,342,93,0,0,0,0,0,0
149216,1,299,308.7,1892,228,96,0,0,0,0,0,0
231451,2,299,308.7,1940,199,98,0,0,0,0,0,0
149218,1,299,308.8,1405,552,103,0,0,0,0,0,0
16899,0,299,308.9,1449,396,105,0,0,0,0,0,0
149220,1,299.1,308.9,1686,296,108,0,0,0,0,0,0
149221,1,299.1,308.9,1680,272,110,0,0,0,0,0,0
16902,0,299.1,308.9,1397,524,112,0,0,0,0,0,0
16903,0,299.2,309,1597,303,115,0,0,0,0,0,0
149224,1,299.3,309.1,1470,411,118,0,0,0,0,0,0
16905,0,299.3,309.1,1703,313,120,0,0,0,0,0,0
149226,1,299.3,309.1,1388,455,123,0,0,0,0,0,0
149227,1,299.3,309.2,1775,242,125,0,0,0,0,0,0
149228,1,299.3,309.2,1465,415,127,0,0,0,0,0,0
16909,0,299.3,309.2,1586,379,129,0,0,0,0,0,0
16910,0,299.5,309.3,1675,292,132,0,0,0,0,0,0
16911,0,299.4,309.2,1470,444,135,0,0,0,0,0,0
149232,1,299.5,309.3,1477,404,138,0,0,0,0,0,0
149233,1,299.5,309.3,1382,61,140,0,0,0,0,0,0
16914,0,299.6,309.4,1605,298,142,0,0,0,0,0,0
149235,1,299.6,309.4,1643,329,145,0,0,0,0,0,0
149236,1,299.5,309.3,1333,541,147,0,0,0,0,0,0
149237,1,299.5,309.3,1520,423,149,0,0,0,0,0,0
16918,0,299.5,309.3,1902,24,151,0,0,0,0,0,0
231473,2,299.5,309.4,1386,444,154,0,0,0,0,0,0
149240,1,299.6,309.5,1803,277,159,0,0,0,0,0,0
149241,1,299.7,309.6,1359,507,161,0,0,0,0,0,0
16922,0,299.7,309.6,1477,427,163,0,0,0,0,0,0
149243,1,299.7,309.6,1321,534,166,0,0,0,0,0,0
149244,1,299.6,309.5,1453,414,168,0,0,0,0,0,0
149245,1,299.7,309.6,1419,451,170,0,0,0,0,0,0
149246,1,299.7,309.6,1512,362,172,0,0,0,0,0,0
149247,1,299.7,309.6,1553,368,174,0,0,0,0,0,0
16928,0,299.7,309.6,1534,391,176,0,0,0,0,0,0
231483,2,299.7,309.6,1553,41,179,0,0,0,0,0,0
149250,1,299.7,309.5,1352,497,184,0,0,0,0,0,0
16931,0,299.7,309.6,1313,60,186,0,0,0,0,0,0
149252,1,299.6,309.5,1570,355,189,0,0,0,0,0,1
149253,1,299.6,309.4,1677,311,191,0,0,0,0,0,0
149254,1,299.5,309.4,1602,315,193,0,0,0,0,0,0
149255,1,299.5,309.4,1390,588,195,1,0,0,0,1,0
149256,1,299.4,309.3,1544,36,197,0,0,0,0,0,0
149257,1,299.4,309.4,1701,312,199,0,0,0,0,0,0
16938,0,299.4,309.3,1692,284,201,0,0,0,0,0,0
16939,0,299.3,309.3,1523,379,204,0,0,0,0,0,0
149260,1,299.3,309.2,2280,154,207,0,0,0,0,0,0
16941,0,299.4,309.3,1485,471,209,0,0,0,0,0,0
231496,2,299.4,309.2,1513,361,212,0,0,0,0,0,0
231497,2,299.4,309.3,1743,282,0,0,0,0,0,0,0
149264,1,299.5,309.3,1442,462,5,0,0,0,0,0,0
149265,1,299.5,309.3,1462,467,7,0,0,0,0,0,0
231500,2,299.4,309.3,1439,497,9,0,0,0,0,0,0
149267,1,299.5,309.3,1577,366,14,0,0,0,0,0,0
149268,1,299.6,309.4,1331,464,16,0,0,0,0,0,0
149269,1,299.5,309.3,1941,225,18,0,0,0,0,0,0
149270,1,299.5,309.2,1393,473,20,0,0,0,0,0,0
149271,1,299.4,309.2,1433,421,22,0,0,0,0,0,0
149272,1,299.4,309.2,1444,482,24,0,0,0,0,0,0
149273,1,299.4,309.2,1564,39,26,0,0,0,0,0,0
149274,1,299.4,309.3,1377,436,28,0,0,0,0,0,0
149275,1,299.4,309.3,1525,415,30,0,0,0,0,0,0
16956,0,299.5,309.4,1387,562,32,0,0,0,0,0,0
16957,0,299.4,309.4,1326,475,35,0,0,0,0,0,0
149278,1,299.4,309.3,1401,59,38,0,0,0,0,0,0
149279,1,299.4,309.3,1596,318,40,0,0,0,0,0,0
16960,0,299.3,309.3,1471,46,42,0,0,0,0,0,0
149281,1,299.3,309.3,1528,378,45,0,0,0,0,0,0
149282,1,299.3,309.3,1325,62,47,0,0,0,0,0,0
16963,0,299.3,309.1,1376,467,49,0,0,0,0,0,0
16964,0,299.3,309.1,1600,353,52,0,0,0,0,0,0
149285,1,299.3,309.1,1495,44,55,0,0,0,0,0,0
149286,1,299.4,309.1,1645,286,57,0,0,0,0,0,0
16967,0,299.4,309.1,1417,473,59,0,0,0,0,0,0
231522,2,299.4,309,1415,517,62,0,0,0,0,0,0
16969,0,299.3,309,1496,434,67,0,0,0,0,0,0
231524,2,299.3,309,1508,35,70,0,0,0,0,0,0
149291,1,299.4,309,1436,479,75,0,0,0,0,0,0
149292,1,299.5,309.1,1852,226,77,0,0,0,0,0,0
149293,1,299.5,309.1,1863,225,79,0,0,0,0,0,0
231528,2,299.4,309.1,1373,441,81,0,0,0,0,0,0
149295,1,299.4,309,1404,473,86,0,0,0,0,0,0
16976,0,299.4,309,1381,449,88,0,0,0,0,0,0
231531,2,299.4,308.9,1762,293,91,0,0,0,0,0,0
231532,2,299.3,308.9,1429,43,96,0,0,0,0,0,0
16979,0,299.3,308.9,1858,247,101,0,0,0,0,0,0
231534,2,299.2,308.8,1908,213,104,0,0,0,0,0,0
16981,0,299.2,308.8,1503,374,109,0,0,0,0,0,0
16982,0,299.2,308.8,1523,389,112,0,0,0,0,0,0
149303,1,299.3,309,1491,384,115,0,0,0,0,0,0
149304,1,299.2,308.9,1430,391,117,0,0,0,0,0,0
149305,1,299.3,308.9,1258,694,119,1,0,0,1,0,0
149306,1,299.3,309,1449,465,121,0,0,0,0,0,0
231541,2,299.3,309,1425,406,123,0,0,0,0,0,0
149308,1,299.4,309,1800,243,128,0,0,0,0,0,0
231543,2,299.4,309,1607,337,130,0,0,0,0,0,0
149310,1,299.4,309,1391,582,135,0,0,0,0,0,0
149311,1,299.4,309.1,1432,454,137,0,0,0,0,0,0
149312,1,299.4,309,1660,284,139,0,0,0,0,0,0
231547,2,299.3,309,1732,297,141,0,0,0,0,0,0
149314,1,299.3,309,1473,463,146,0,0,0,0,0,0
149315,1,299.3,309,1511,478,148,0,0,0,0,0,0
149316,1,299.2,308.9,1588,415,150,0,0,0,0,0,0
149317,1,299.3,308.9,1623,311,152,0,0,0,0,0,0
149318,1,299.3,309,1734,306,154,0,0,0,0,0,0
149319,1,299.3,309,1415,476,156,0,0,0,0,0,0
149320,1,299.3,309,1419,466,158,0,0,0,0,0,0
17001,0,299.3,308.9,1577,349,160,0,0,0,0,0,0
149322,1,299.3,308.9,1376,603,163,0,0,0,0,0,0
17003,0,299.3,308.8,1442,49,165,0,0,0,0,0,0
149324,1,299.4,308.9,1451,405,168,0,0,0,0,0,0
149325,1,299.3,308.8,1550,458,170,0,0,0,0,0,0
149326,1,299.3,308.8,1647,329,172,0,0,0,0,0,0
149327,1,299.4,308.9,1550,337,174,0,0,0,0,0,0
149328,1,299.4,308.9,1583,341,176,0,0,0,0,0,0
149329,1,299.4,309,1613,322,178,0,0,0,0,0,0
231564,2,299.3,308.8,1636,355,180,0,0,0,0,0,0
17011,0,299.3,308.7,1289,515,185,0,0,0,0,0,0
17012,0,299.3,308.8,1648,284,188,0,0,0,0,0,0
231567,2,299.3,308.8,1397,454,191,0,0,0,0,0,0
17014,0,299.3,308.9,1767,248,196,0,0,0,0,0,0
149335,1,299.3,308.8,1341,477,199,0,0,0,0,0,0
17016,0,299.4,308.9,1457,415,201,0,0,0,0,0,0
17017,0,299.4,309,1939,198,204,0,0,0,0,0,0
17018,0,299.5,309,1399,497,207,0,0,0,0,0,0
17019,0,299.5,309,1602,313,210,0,0,0,0,0,0
149340,1,299.4,309,1507,41,213,0,0,0,0,0,0
149341,1,299.4,309.1,1464,405,215,0,0,0,0,0,0
149342,1,299.5,309.1,1336,421,217,0,0,0,0,0,0
149343,1,299.6,309.2,1422,398,219,0,0,0,0,0,0
149344,1,299.6,309.2,1540,367,221,0,0,0,0,0,0
149345,1,299.5,309.1,1476,478,223,0,0,0,0,0,0
17026,0,299.6,309.2,1867,234,225,1,1,0,0,0,0
231581,2,299.6,309.1,1588,413,0,0,0,0,0,0,0
17028,0,299.5,309.1,1420,495,5,0,0,0,0,0,0
149349,1,299.5,309.1,1415,492,8,0,0,0,0,0,0
17030,0,299.4,309.1,1500,433,10,0,0,0,0,0,0
149351,1,299.5,309.1,1502,446,13,0,0,0,0,0,0
149352,1,299.5,309.2,1816,23,15,0,0,0,0,0,0
17033,0,299.5,309.2,1495,416,17,0,0,0,0,0,0
149354,1,299.6,309.2,1572,334,20,0,0,0,0,0,0
17035,0,299.5,309.2,1590,359,22,0,0,0,0,0,0
17036,0,299.6,309.3,1387,483,25,0,0,0,0,0,0
17037,0,299.6,309.2,1393,477,28,0,0,0,0,0,0
149358,1,299.6,309.2,1602,373,31,0,0,0,0,0,0
149359,1,299.6,309.2,1601,333,33,0,0,0,0,0,0
231594,2,299.6,309.2,1597,363,35,0,0,0,0,0,0
231595,2,299.5,309.1,1548,443,40,0,0,0,0,0,0
17042,0,299.5,309.2,1314,618,45,0,0,0,0,0,0
17043,0,299.6,309.3,1577,398,48,0,0,0,0,0,0
149364,1,299.8,309.4,1475,434,51,0,0,0,0,0,0
149365,1,299.8,309.4,1630,324,53,0,0,0,0,0,0
149366,1,299.7,309.4,1445,429,55,0,0,0,0,0,0
17047,0,299.8,309.4,1439,474,57,0,0,0,0,0,0
149368,1,299.7,309.3,1420,441,60,0,0,0,0,0,0
231603,2,299.7,309.2,1554,416,62,0,0,0,0,0,0
17050,0,299.6,309.1,1471,443,67,0,0,0,0,0,0
149371,1,299.6,309,1648,336,70,0,0,0,0,0,0
149372,1,299.6,309,1472,488,72,0,0,0,0,0,0
17053,0,299.5,308.9,1448,429,74,0,0,0,0,0,0
17054,0,299.6,308.9,1568,353,77,0,0,0,0,0,0
149375,1,299.6,308.9,1613,308,80,0,0,0,0,0,0
